tipo,subtipo,vencimento,qtdMinima,taxa,msg_patrocinado,patrocinado,emissor,liquidez,incentivada,qualificado,juros,amortizacao,carencia,rating,agencia,preco,corretora,nr,a,investir,tp_d,chat,enable_popup,url,tp_mercado,tir,vir,dc,du,rbd,rbm,rba,rbp,rlp,rld,rlm,rla,vb,vl,vrl,prlt,idx,rpd,rpp,vpp,teq,tt,am,total,rico_tipo,xp_tipo,cod_cetip,escalonado,avista_id
CDB,,361 dias,1000.0,12.18%,,False,BANCO BMG,No vencimento,False,False,12.18,,,B+,Fitch,1000.0,modalmais,0.0,modalmais,False,Distribuidora,True,,,P,17.5,20.96,361,248,0.045619,0.9624,12.18,11.98,9.88,0.037998,0.8,10.05,1119.76,1098.8,98.8,9.88,PRÉ,0.0222,5.67,1056.67,LCI/LCA 10.05% PRÉ,12.18,220000.0,12.18,,,,,
CDB,,366 dias,1000.0,IPCA +7.67%,,False,BANCO BTG PACTUAL,No vencimento,False,False,7.67,,,AAA,S&P,1000.0,modalmais,0.0,modalmais,False,Distribuidora,True,,,P,17.5,21.22,366,251,0.045604,0.9621,12.18,12.12,10.0,0.037989,0.8,10.04,1121.25,1100.03,100.03,10.0,IPCA,0.0222,5.74,1057.38,LCI/LCA IPCA + 6.33%,12.18,220000.0,7.67,,,,,
CDB,,365 dias,5000.0,12.18%,,False,BANCO PINE,No vencimento,False,False,12.18,,,BB+,Fitch,5000.0,modalmais,0.0,modalmais,False,Distribuidora,True,,,P,17.5,105.68,365,250,0.045619,0.9624,12.18,12.08,9.96,0.038001,0.8,10.05,5603.89,5498.21,498.21,9.96,PRÉ,0.0222,5.71,5285.71,LCI/LCA 10.05% PRÉ,12.18,220000.0,12.18,,,,,
CDB,,1800 dias,5000.0,12.17%,,False,BANCO DIGIMAIS,No vencimento,False,False,12.17,Vencimento,09/03/2028,BBB-,Fitch,5000.0,Guide,16.0,Guide,False,Corretora,,,,P,15.0,568.53,1800,1238,0.045584,0.9616,12.17,75.8,64.43,0.040181,0.85,10.65,8790.21,8221.68,3221.68,64.43,PRÉ,0.0222,31.56,6577.81,LCI/LCA 10.34% PRÉ,12.17,140000.0,12.17,,,,,
CDB,,475 dias,1.11150435,IPCA +7.66%,,False,BMG ,No Vencimento,False,False,7.66,,08/09/2024,Fitch,Fitch,1.11150435,Rico,0.0,Rico,False,Corretora,False,,,S,17.5,0.03,475,327,0.045567,0.9613,12.17,16.06,13.25,0.038066,0.8,10.07,1.29,1.26,0.15,13.5,IPCA,0.0222,7.54,1.2,LCI/LCA IPCA + 6.32%,12.17,220000.0,7.66,bancario,,,,
CDB,,474 dias,1214.94855526,IPCA +7.66%,,False,BANCO C6 CONSIGNADO S.A. ,No Vencimento,False,False,7.66,,No vencimento,S&P,S&P,1214.94855526,Rico,0.0,Rico,False,Corretora,False,,,S,17.5,34.15,474,327,0.045567,0.9613,12.17,16.06,13.25,0.038066,0.8,10.07,1410.12,1375.96,161.01,13.25,IPCA,0.0222,7.54,1306.54,LCI/LCA IPCA + 6.32%,12.17,220000.0,7.66,bancario,,,,
CDB,,473 dias,1217.46079772,IPCA +7.66%,,False,BANCO C6 CONSIGNADO S.A. ,No Vencimento,False,False,7.66,,No vencimento,S&P,S&P,1217.46079772,Rico,0.0,Rico,False,Corretora,False,,,S,17.5,34.23,473,327,0.045567,0.9613,12.17,16.06,13.25,0.038066,0.8,10.07,1413.03,1378.81,161.35,13.25,IPCA,0.0222,7.54,1309.25,LCI/LCA IPCA + 6.32%,12.17,220000.0,7.66,bancario,,,,
CDB,,473 dias,1217.46079772,IPCA +7.66%,,False,BANCO C6 CONSIGNADO S.A. ,No Vencimento,False,False,7.66,Vencimento,Sem carência,brA-,S&P,1217.46079772,XP,0.0,XP,False,Corretora,False,,,S,17.5,34.23,473,327,0.045567,0.9613,12.17,16.06,13.25,0.038066,0.8,10.07,1413.03,1378.81,161.35,13.25,IPCA,0.0222,7.54,1309.25,LCI/LCA IPCA + 6.32%,12.17,220000.0,7.66,,bancario,,,
CDB,,474 dias,1214.94855526,IPCA +7.66%,,False,BANCO C6 CONSIGNADO S.A. ,No Vencimento,False,False,7.66,Vencimento,Sem carência,brA-,S&P,1214.94855526,XP,0.0,XP,False,Corretora,False,,,S,17.5,34.15,474,327,0.045567,0.9613,12.17,16.06,13.25,0.038066,0.8,10.07,1410.12,1375.96,161.01,13.25,IPCA,0.0222,7.54,1306.54,LCI/LCA IPCA + 6.32%,12.17,220000.0,7.66,,bancario,,,
CDB,,1827 dias,1000.0,12.16%,,False,BANCO BTG PACTUAL,No vencimento,False,False,12.16,Vencimento,1827,AAA,S&P,1000.0,Terra Investimentos,25.0,Terra Investimentos,False,Distribuidora,,,,P,15.0,115.88,1827,1257,0.045549,0.9609,12.16,77.25,65.67,0.040168,0.85,10.65,1772.54,1656.66,656.66,65.67,PRÉ,0.0222,32.11,1321.11,LCI/LCA 0.0% PRÉ,12.16,140000.0,12.16,,,,,
CDB,,1097 dias,5000.0,12.16%,,False,BANCO BR PARTNERS,No vencimento,False,False,12.16,Vencimento,1097,A-,Fitch,5000.0,Terra Investimentos,19.0,Terra Investimentos,False,Distribuidora,,,,P,15.0,307.74,1097,755,0.045549,0.9609,12.16,41.03,34.88,0.039636,0.84,10.5,7051.58,6743.84,1743.84,34.88,PRÉ,0.0222,18.21,5910.31,LCI/LCA 0.0% PRÉ,12.16,180000.0,12.16,,,,,
CDB,,2557 dias,5000.0,12.16%,,False,BANCO BTG PACTUAL,No vencimento,False,False,12.16,Vencimento,2557 dias dias,AAA,S&P,5000.0,Nova Futura,25.0,Nova Futura,False,Corretora,False,,,P,15.0,919.33,2557,1757,0.045549,0.9609,12.16,122.58,104.19,0.040639,0.86,10.78,11128.88,10209.55,5209.55,104.19,PRÉ,0.0222,47.78,7388.88,LCI/LCA 10.34% PRÉ,12.16,110000.0,12.16,,,,,
CDB,,721 dias,20000.0,12.16%,,False,BANCO DAYCOVAL,No vencimento,False,False,12.16,Vencimento,721 dias dias,AA,Fitch,20000.0,Nova Futura,23.0,Nova Futura,False,Corretora,False,,,P,15.0,758.52,721,495,0.045549,0.9609,12.16,25.28,21.49,0.039336,0.83,10.42,25056.83,24298.3,4298.3,21.49,PRÉ,0.0222,11.63,22326.15,LCI/LCA 10.34% PRÉ,12.16,200000.0,12.16,,,,,
CDB,,365 dias,10000.0,12.15%,,False,BANCO DESENV. MG,No vencimento,False,False,12.15,Vencimento,04/04/2024,BBB+.br,Moodys,10000.0,Guide,0.0,Guide,False,Corretora,,,,P,17.5,209.06,365,248,0.045513,0.9601,12.15,11.95,9.86,0.037909,0.8,10.02,11194.61,10985.55,985.55,9.86,PRÉ,0.0222,5.65,10564.79,LCI/LCA 10.02% PRÉ,12.15,220000.0,12.15,,,,,
CDB,,1095 dias,1000.0,12.15%,,False,BANCO PAN,No vencimento,False,False,12.15,Vencimento,1095,AAA,S&P,1000.0,Terra Investimentos,25.0,Terra Investimentos,False,Distribuidora,,,,P,15.0,61.49,1095,755,0.045513,0.9601,12.15,40.99,34.84,0.039604,0.83,10.49,1409.94,1348.45,348.45,34.84,PRÉ,0.0222,18.21,1182.06,LCI/LCA 0.0% PRÉ,12.15,180000.0,12.15,,,,,
CDB,,730 dias,1000.0,12.15%,,False,BANCO PAN,No vencimento,False,False,12.15,Vencimento,730,AAA,S&P,1000.0,Terra Investimentos,25.0,Terra Investimentos,False,Distribuidora,,,,P,15.0,38.49,730,502,0.045513,0.9601,12.15,25.66,21.81,0.039313,0.83,10.41,1256.62,1218.13,218.13,21.81,PRÉ,0.0222,11.76,1117.63,LCI/LCA 0.0% PRÉ,12.15,200000.0,12.15,,,,,
CDB,,1097 dias,20000.0,12.15%,,False,BANCO DAYCOVAL,No vencimento,False,False,12.15,Vencimento,1097,AA,Fitch,20000.0,Terra Investimentos,23.0,Terra Investimentos,False,Distribuidora,,,,P,15.0,1229.82,1097,755,0.045513,0.9601,12.15,40.99,34.84,0.039604,0.83,10.49,28198.77,26968.96,6968.96,34.84,PRÉ,0.0222,18.21,23641.25,LCI/LCA 0.0% PRÉ,12.15,180000.0,12.15,,,,,
CDB,,731 dias,10000.0,12.15%,,False,SUZANO,No vencimento,False,,12.15,,Sem carência,,,10000.0,Banco Safra,25.0,Safra,False,Banco,False,,,P,15.0,385.79,731,503,0.045513,0.9601,12.15,25.72,21.86,0.039314,0.83,10.41,12571.9,12186.12,2186.12,21.86,PRÉ,0.0222,11.83,11182.95,LCI/LCA 10.33% PRÉ,12.15,200000.0,12.15,,,,,
DEB,,2853 dias,1050.487712,IPCA +7.65%,,False,LOCALIZA ,No Vencimento,False,False,7.65,,No vencimento,S&P,S&P,1050.487712,Rico,0.0,Rico,False,Corretora,False,,,S,15.0,227.5,2853,1963,0.04553,0.9605,12.15,144.38,122.72,0.040801,0.86,10.83,2567.19,2339.68,1289.19,122.72,IPCA,0.0222,54.7,1625.12,LCI/LCA IPCA + 6.5%,12.15,100000.0,7.65,privado,,,,
CRA,,2914 dias,974.178774,IPCA +7.65%,,False,BRF ,No Vencimento,True,False,7.65,,No vencimento,Fitch,Fitch,974.178774,Rico,0.0,Rico,False,Corretora,False,,,S,0.0,0.0,2914,2003,0.04553,0.9605,12.15,148.87,148.87,0.04553,0.96,12.15,2424.45,2424.45,1450.27,148.87,IPCA,0.0222,56.08,1520.53,CDB IPCA + 9.0%,12.15,100000.0,7.65,privado,,,,
CDB,,1825 dias,1000.0,12.15%,,False,BANCO BV S/A ,No Vencimento,False,False,12.15,,No vencimento,S&P,S&P,1000.0,Rico,0.0,Rico,False,Corretora,False,,,P,15.0,115.64,1825,1256,0.045513,0.9601,12.15,77.09,65.53,0.040134,0.85,10.64,1770.95,1655.31,655.31,65.53,PRÉ,0.0222,32.2,1322.04,LCI/LCA 10.33% PRÉ,12.15,140000.0,12.15,bancario,,,,
CDB,,1095 dias,1000.0,12.15%,,False,FIBRA ,No Vencimento,False,False,12.15,,No vencimento,Fitch,Fitch,1000.0,Rico,0.0,Rico,False,Corretora,False,,,P,15.0,61.49,1095,755,0.045513,0.9601,12.15,40.99,34.84,0.039604,0.83,10.49,1409.94,1348.45,348.45,34.84,PRÉ,0.0222,18.27,1182.72,LCI/LCA 10.33% PRÉ,12.15,180000.0,12.15,bancario,,,,
CDB,,1095 dias,1000.0,12.15%,,False,BANCO VOLKSWAGEN ,No Vencimento,False,False,12.15,,No vencimento,S&P,S&P,1000.0,Rico,0.0,Rico,False,Corretora,False,,,P,15.0,61.49,1095,755,0.045513,0.9601,12.15,40.99,34.84,0.039604,0.83,10.49,1409.94,1348.45,348.45,34.84,PRÉ,0.0222,18.27,1182.72,LCI/LCA 10.33% PRÉ,12.15,180000.0,12.15,bancario,,,,
CDB,,482 dias,1.55627094,IPCA +7.65%,,False,BMG ,No Vencimento,False,False,7.65,,15/09/2024,Fitch,Fitch,1.55627094,Rico,0.0,Rico,False,Corretora,False,,,S,17.5,0.04,482,332,0.04553,0.9605,12.15,16.31,13.46,0.038042,0.8,10.06,1.81,1.77,0.21,13.49,IPCA,0.0222,7.66,1.68,LCI/LCA IPCA + 6.31%,12.15,210000.0,7.65,bancario,,,,
CDB,,482 dias,1.37415565,IPCA +7.65%,,False,BMG ,No Vencimento,False,False,7.65,,No vencimento,Fitch,Fitch,1.37415565,Rico,0.0,Rico,False,Corretora,False,,,S,17.5,0.04,482,332,0.04553,0.9605,12.15,16.31,13.46,0.038042,0.8,10.06,1.6,1.56,0.18,13.1,IPCA,0.0222,7.66,1.48,LCI/LCA IPCA + 6.31%,12.15,210000.0,7.65,bancario,,,,
CDB,,486 dias,1220.77186637,IPCA +7.65%,,False,BANCO C6 CONSIGNADO S.A. ,No Vencimento,False,False,7.65,,No vencimento,S&P,S&P,1220.77186637,Rico,0.0,Rico,False,Corretora,False,,,S,17.5,35.31,486,336,0.04553,0.9605,12.15,16.53,13.63,0.038047,0.8,10.06,1422.52,1387.21,166.44,13.63,IPCA,0.0222,7.75,1315.44,LCI/LCA IPCA + 6.31%,12.15,210000.0,7.65,bancario,,,,
CDB,,482 dias,1.55420251,IPCA +7.65%,,False,BMG ,No Vencimento,False,False,7.65,,15/09/2024,Fitch,Fitch,1.55420251,Rico,0.0,Rico,False,Corretora,False,,,S,17.5,0.04,482,332,0.04553,0.9605,12.15,16.31,13.46,0.038042,0.8,10.06,1.81,1.76,0.21,13.51,IPCA,0.0222,7.66,1.67,LCI/LCA IPCA + 6.31%,12.15,210000.0,7.65,bancario,,,,
CDB,,482 dias,1.54954779,IPCA +7.65%,,False,BMG ,No Vencimento,False,False,7.65,,15/09/2024,Fitch,Fitch,1.54954779,Rico,0.0,Rico,False,Corretora,False,,,S,17.5,0.04,482,332,0.04553,0.9605,12.15,16.31,13.46,0.038042,0.8,10.06,1.8,1.76,0.21,13.55,IPCA,0.0222,7.66,1.67,LCI/LCA IPCA + 6.31%,12.15,210000.0,7.65,bancario,,,,
CDB,,482 dias,1.55061286,IPCA +7.65%,,False,BMG ,No Vencimento,False,False,7.65,,No vencimento,Fitch,Fitch,1.55061286,Rico,0.0,Rico,False,Corretora,False,,,S,17.5,0.04,482,332,0.04553,0.9605,12.15,16.31,13.46,0.038042,0.8,10.06,1.8,1.76,0.21,13.54,IPCA,0.0222,7.66,1.67,LCI/LCA IPCA + 6.31%,12.15,210000.0,7.65,bancario,,,,
CDB,,482 dias,1.54390015,IPCA +7.65%,,False,BMG ,No Vencimento,False,False,7.65,,No vencimento,Fitch,Fitch,1.54390015,Rico,0.0,Rico,False,Corretora,False,,,S,17.5,0.04,482,332,0.04553,0.9605,12.15,16.31,13.46,0.038042,0.8,10.06,1.8,1.75,0.21,13.6,IPCA,0.0222,7.66,1.66,LCI/LCA IPCA + 6.31%,12.15,210000.0,7.65,bancario,,,,
CDB,,482 dias,1.55403435,IPCA +7.65%,,False,BMG ,No Vencimento,False,False,7.65,,No vencimento,Fitch,Fitch,1.55403435,Rico,0.0,Rico,False,Corretora,False,,,S,17.5,0.04,482,332,0.04553,0.9605,12.15,16.31,13.46,0.038042,0.8,10.06,1.81,1.76,0.21,13.51,IPCA,0.0222,7.66,1.67,LCI/LCA IPCA + 6.31%,12.15,210000.0,7.65,bancario,,,,
CDB,,482 dias,1.55316931,IPCA +7.65%,,False,BMG ,No Vencimento,False,False,7.65,,15/09/2024,Fitch,Fitch,1.55316931,Rico,0.0,Rico,False,Corretora,False,,,S,17.5,0.04,482,332,0.04553,0.9605,12.15,16.31,13.46,0.038042,0.8,10.06,1.81,1.76,0.21,13.52,IPCA,0.0222,7.66,1.67,LCI/LCA IPCA + 6.31%,12.15,210000.0,7.65,bancario,,,,
CDB,,1095 dias,1000.0,12.15%,,False,FIBRA ,No Vencimento,False,False,12.15,Vencimento,Sem carência,BBB+,Fitch,1000.0,XP,0.0,XP,False,Corretora,False,,,P,15.0,61.49,1095,755,0.045513,0.9601,12.15,40.99,34.84,0.039604,0.83,10.49,1409.94,1348.45,348.45,34.84,PRÉ,0.0222,18.27,1182.72,LCI/LCA 10.33% PRÉ,12.15,180000.0,12.15,,bancario,,,
CDB,,1825 dias,1000.0,12.15%,,False,BANCO BV S/A ,No Vencimento,False,False,12.15,Vencimento,Sem carência,brAAA,S&P,1000.0,XP,0.0,XP,False,Corretora,False,,,P,15.0,115.64,1825,1256,0.045513,0.9601,12.15,77.09,65.53,0.040134,0.85,10.64,1770.95,1655.31,655.31,65.53,PRÉ,0.0222,32.2,1322.04,LCI/LCA 10.33% PRÉ,12.15,140000.0,12.15,,bancario,,,
CDB,,1095 dias,10000.0,12.15%,,False,BANCO VOLKSWAGEN ,No Vencimento,False,False,12.15,,Sem carência,brAAA,S&P,1000.0,XP,0.0,XP,False,Corretora,False,,,P,15.0,61.49,1095,755,0.045513,0.9601,12.15,40.99,34.84,0.039604,0.83,10.49,1409.94,1348.45,348.45,34.84,PRÉ,0.0222,18.27,1182.72,LCI/LCA 10.33% PRÉ,12.15,180000.0,12.15,,bancario,,,
CDB,,482 dias,1.55403435,IPCA +7.65%,,False,BMG ,No Vencimento,False,False,7.65,Vencimento,Sem carência,A,Fitch,1.55403435,XP,0.0,XP,False,Corretora,False,,,S,17.5,0.04,482,332,0.04553,0.9605,12.15,16.31,13.46,0.038042,0.8,10.06,1.81,1.76,0.21,13.51,IPCA,0.0222,7.66,1.67,LCI/LCA IPCA + 6.31%,12.15,210000.0,7.65,,bancario,,,
CDB,,482 dias,1.55316931,IPCA +7.65%,,False,BMG ,No Vencimento,False,False,7.65,Vencimento,Sem carência,A,Fitch,1.55316931,XP,0.0,XP,False,Corretora,False,,,S,17.5,0.04,482,332,0.04553,0.9605,12.15,16.31,13.46,0.038042,0.8,10.06,1.81,1.76,0.21,13.52,IPCA,0.0222,7.66,1.67,LCI/LCA IPCA + 6.31%,12.15,210000.0,7.65,,bancario,,,
CDB,,482 dias,1.37415565,IPCA +7.65%,,False,BMG ,No Vencimento,False,False,7.65,Vencimento,Sem carência,A,Fitch,1.37415565,XP,0.0,XP,False,Corretora,False,,,S,17.5,0.04,482,332,0.04553,0.9605,12.15,16.31,13.46,0.038042,0.8,10.06,1.6,1.56,0.18,13.1,IPCA,0.0222,7.66,1.48,LCI/LCA IPCA + 6.31%,12.15,210000.0,7.65,,bancario,,,
CDB,,482 dias,1.55061286,IPCA +7.65%,,False,BMG ,No Vencimento,False,False,7.65,Vencimento,Sem carência,A,Fitch,1.55061286,XP,0.0,XP,False,Corretora,False,,,S,17.5,0.04,482,332,0.04553,0.9605,12.15,16.31,13.46,0.038042,0.8,10.06,1.8,1.76,0.21,13.54,IPCA,0.0222,7.66,1.67,LCI/LCA IPCA + 6.31%,12.15,210000.0,7.65,,bancario,,,
CDB,,482 dias,1.54954779,IPCA +7.65%,,False,BMG ,No Vencimento,False,False,7.65,Vencimento,Sem carência,A,Fitch,1.54954779,XP,0.0,XP,False,Corretora,False,,,S,17.5,0.04,482,332,0.04553,0.9605,12.15,16.31,13.46,0.038042,0.8,10.06,1.8,1.76,0.21,13.55,IPCA,0.0222,7.66,1.67,LCI/LCA IPCA + 6.31%,12.15,210000.0,7.65,,bancario,,,
CDB,,486 dias,1220.77186637,IPCA +7.65%,,False,BANCO C6 CONSIGNADO S.A. ,No Vencimento,False,False,7.65,Vencimento,Sem carência,brA-,S&P,1220.77186637,XP,0.0,XP,False,Corretora,False,,,S,17.5,35.31,486,336,0.04553,0.9605,12.15,16.53,13.63,0.038047,0.8,10.06,1422.52,1387.21,166.44,13.63,IPCA,0.0222,7.75,1315.44,LCI/LCA IPCA + 6.31%,12.15,210000.0,7.65,,bancario,,,
CDB,,482 dias,1.54390015,IPCA +7.65%,,False,BMG ,No Vencimento,False,False,7.65,Vencimento,Sem carência,A,Fitch,1.54390015,XP,0.0,XP,False,Corretora,False,,,S,17.5,0.04,482,332,0.04553,0.9605,12.15,16.31,13.46,0.038042,0.8,10.06,1.8,1.75,0.21,13.6,IPCA,0.0222,7.66,1.66,LCI/LCA IPCA + 6.31%,12.15,210000.0,7.65,,bancario,,,
CDB,,482 dias,1.55420251,IPCA +7.65%,,False,BMG ,No Vencimento,False,False,7.65,Vencimento,Sem carência,A,Fitch,1.55420251,XP,0.0,XP,False,Corretora,False,,,S,17.5,0.04,482,332,0.04553,0.9605,12.15,16.31,13.46,0.038042,0.8,10.06,1.81,1.76,0.21,13.51,IPCA,0.0222,7.66,1.67,LCI/LCA IPCA + 6.31%,12.15,210000.0,7.65,,bancario,,,
CRA,,2914 dias,974.178774,IPCA +7.65%,,False,BRF ,No Vencimento,True,False,7.65,Vencimento,Sem carência,AA+,Fitch,974.178774,XP,0.0,XP,False,Corretora,False,,,S,0.0,0.0,2914,2003,0.04553,0.9605,12.15,148.87,148.87,0.04553,0.96,12.15,2424.45,2424.45,1450.27,148.87,IPCA,0.0222,56.08,1520.53,CDB 9.0%,12.15,100000.0,7.65,,privado,,,
DEB,,2853 dias,1050.487712,IPCA +7.65%,,False,LOCALIZA ,No Vencimento,False,False,7.65,Anual a partir de: 15/03/2030,Sem carência,brAAA,S&P,1050.487712,XP,0.0,XP,False,Corretora,False,,,S,15.0,227.5,2853,1963,0.04553,0.9605,12.15,144.38,122.72,0.040801,0.86,10.83,2567.19,2339.68,1289.19,122.72,IPCA,0.0222,54.7,1625.12,LCI/LCA 6.5%,12.15,100000.0,7.65,,privado,,,
DEB,,450 dias,1371.46,IPCA +7.65%,,False,NASCENTES DO XINGU,SECUNDARIO,True,False,7.65,Vencimento,Vencimento,AA+,FITCH,1371.46,Ativa Investimentos,0.0,Ativa Investimentos,False,Corretora,True,,https://cadastro.ativainvestimentos.com.br/?utm_source=apprendafixa&utm_medium=email&utm_campaign=debenture_2508,S,0.0,0.0,450,310,0.04553,0.9605,12.15,15.16,15.16,0.04553,0.96,12.15,1579.31,1579.31,207.85,15.16,IPCA,0.0222,7.13,1469.29,CDB IPCA + 9.27%,12.15,220000.0,7.65,,,NASX13,,
DEB,,3372 dias,1039.26,IPCA +7.65%,,False,PETRO RIO JAGUAR PETROLEO,SECUNDARIO,True,False,7.65,Vencimento,Vencimento,AA+,S&P,1039.26,Ativa Investimentos,0.0,Ativa Investimentos,False,Corretora,True,,https://cadastro.ativainvestimentos.com.br/?utm_source=apprendafixa&utm_medium=email&utm_campaign=debenture_2508,S,0.0,0.0,3372,2322,0.04553,0.9605,12.15,187.76,187.76,0.04553,0.96,12.15,2990.62,2990.62,1951.36,187.76,IPCA,0.0222,67.55,1741.3,CDB IPCA + 9.0%,12.15,87000.0,7.65,,,PEJA11,,
CDB,,721 dias,5000.0,12.15%,,False,BANCO PAN,No vencimento,False,False,12.15,Vencimento,0,AAA,S&P,5000.0,Banco Daycoval,25.0,Banco Daycoval,False,Corretora,False,,,P,15.0,189.47,721,495,0.045513,0.9601,12.15,25.26,21.47,0.039305,0.83,10.41,6263.11,6073.64,1073.64,21.47,PRÉ,0.0222,11.63,5581.54,LCI/LCA 10.33% PRÉ,12.15,200000.0,12.15,,,,,
CDB,,1461 dias,5000.0,12.15%,,False,BANCO BV,No vencimento,False,False,12.15,,,AA,Moodys,5000.0,modalmais,0.0,modalmais,False,Distribuidora,True,,,P,15.0,435.4,1461,1006,0.045513,0.9601,12.15,58.05,49.34,0.039877,0.84,10.57,7902.63,7467.24,2467.24,49.34,PRÉ,0.0222,25.06,6252.91,LCI/LCA 10.33% PRÉ,12.15,160000.0,12.15,,,,,
CDB,,720 dias,10000.0,12.14%,,False,BANCO MODAL,No vencimento,False,False,12.14,Vencimento,25/03/2025,A-,Moodys,10000.0,Guide,19.0,Guide,False,Corretora,,,,P,17.5,440.71,720,494,0.045478,0.9594,12.14,25.18,20.78,0.03822,0.81,10.11,12518.33,12077.62,2077.62,20.78,PRÉ,0.0222,11.57,11156.53,LCI/LCA 10.02% PRÉ,12.14,200000.0,12.14,,,,,
DEB,,3372 dias,1046.73,IPCA +7.64%,,False,PEJA11 - PETRO RIO JAGUAR PETROLEO,No Vencimento,True,True,7.64,,,,,1046.73,Nuinvest,0.0,Nuinvest,False,Nuinvest,False,,,S,0.0,0.0,3372,2322,0.045493,0.9597,12.14,187.52,187.52,0.045493,0.96,12.14,3009.54,3009.54,1962.81,187.52,IPCA,0.0222,67.55,1753.82,CDB IPCA + 117.65%,12.14,87000.0,7.64,,,,,
CDB,,492 dias,1203.39336148,IPCA +7.64%,,False,BANCO C6 CONSIGNADO S.A. ,No Vencimento,False,False,7.64,,No vencimento,S&P,S&P,1203.39336148,Rico,0.0,Rico,False,Corretora,False,,,S,17.5,35.22,492,340,0.045493,0.9597,12.14,16.72,13.8,0.038022,0.8,10.05,1404.65,1369.43,166.04,13.8,IPCA,0.0222,7.85,1297.86,LCI/LCA IPCA + 6.3%,12.14,210000.0,7.64,bancario,,,,
CDB,,492 dias,1215.37239523,IPCA +7.64%,,False,BANCO C6 CONSIGNADO S.A. ,No Vencimento,False,False,7.64,,No vencimento,S&P,S&P,1215.37239523,Rico,0.0,Rico,False,Corretora,False,,,S,17.5,35.57,492,340,0.045493,0.9597,12.14,16.72,13.8,0.038022,0.8,10.05,1418.63,1383.06,167.69,13.8,IPCA,0.0222,7.85,1310.78,LCI/LCA IPCA + 6.3%,12.14,210000.0,7.64,bancario,,,,
CDB,,497 dias,1325.13635001,IPCA +7.64%,,False,BANCO C6 S.A. ,No Vencimento,False,False,7.64,,No vencimento,S&P,S&P,1325.13635001,Rico,0.0,Rico,False,Corretora,False,,,S,17.5,39.15,497,343,0.045493,0.9597,12.14,16.88,13.93,0.038026,0.8,10.05,1548.86,1509.71,184.58,13.93,IPCA,0.0222,7.92,1430.12,LCI/LCA IPCA + 6.3%,12.14,210000.0,7.64,bancario,,,,
CDB,,1441 dias,5000.0,12.14%,,False,BANCO DIGIMAIS,No vencimento,False,False,12.14,Vencimento,1441 dias dias,BBB-,Fitch,5000.0,Nova Futura,16.0,Nova Futura,False,Corretora,False,,,P,15.0,426.92,1441,991,0.045478,0.9594,12.14,56.92,48.38,0.03983,0.84,10.56,7846.13,7419.21,2419.21,48.38,PRÉ,0.0222,24.64,6232.1,LCI/LCA 10.32% PRÉ,12.14,160000.0,12.14,,,,,
CDB,,492 dias,1203.39336148,IPCA +7.64%,,False,BANCO C6 CONSIGNADO S.A. ,No Vencimento,False,False,7.64,Vencimento,Sem carência,brA-,S&P,1203.39336148,XP,0.0,XP,False,Corretora,False,,,S,17.5,35.22,492,340,0.045493,0.9597,12.14,16.72,13.8,0.038022,0.8,10.05,1404.65,1369.43,166.04,13.8,IPCA,0.0222,7.85,1297.86,LCI/LCA IPCA + 6.3%,12.14,210000.0,7.64,,bancario,,,
CDB,,492 dias,1215.37239523,IPCA +7.64%,,False,BANCO C6 CONSIGNADO S.A. ,No Vencimento,False,False,7.64,Vencimento,Sem carência,brA-,S&P,1215.37239523,XP,0.0,XP,False,Corretora,False,,,S,17.5,35.57,492,340,0.045493,0.9597,12.14,16.72,13.8,0.038022,0.8,10.05,1418.63,1383.06,167.69,13.8,IPCA,0.0222,7.85,1310.78,LCI/LCA IPCA + 6.3%,12.14,210000.0,7.64,,bancario,,,
CDB,,497 dias,1325.13635001,IPCA +7.64%,,False,BANCO C6 S.A. ,No Vencimento,False,False,7.64,Vencimento,Sem carência,brA-,S&P,1325.13635001,XP,0.0,XP,False,Corretora,False,,,S,17.5,39.15,497,343,0.045493,0.9597,12.14,16.88,13.93,0.038026,0.8,10.05,1548.86,1509.71,184.58,13.93,IPCA,0.0222,7.92,1430.12,LCI/LCA IPCA + 6.3%,12.14,210000.0,7.64,,bancario,,,
DEB,,6690 dias,1159.38,IPCA +7.64%,,False,AES TUCANO,SECUNDARIO,True,False,7.64,Vencimento,Vencimento,AA+,FITCH,1159.38,Ativa Investimentos,0.0,Ativa Investimentos,False,Corretora,True,,https://cadastro.ativainvestimentos.com.br/?utm_source=apprendafixa&utm_medium=email&utm_campaign=debenture_2508,S,0.0,0.0,6690,4603,0.045493,0.9597,12.14,711.39,711.39,0.045493,0.96,12.14,9407.14,9407.14,8247.76,711.39,IPCA,0.0222,178.19,3225.29,CDB IPCA + 8.99%,12.14,31000.0,7.64,,,TNHL11,,
CDB,,1080 dias,5000.0,12.14%,,False,BANCO DIGIMAIS,No vencimento,False,False,12.14,Vencimento,0,BBB-,Fitch,5000.0,Banco Daycoval,16.0,Banco Daycoval,False,Corretora,False,,,P,15.0,301.9,1080,744,0.045478,0.9594,12.14,40.25,34.22,0.039561,0.83,10.48,7012.65,6710.75,1710.75,34.22,PRÉ,0.0222,17.98,5899.17,LCI/LCA 10.32% PRÉ,12.14,180000.0,12.14,,,,,
